Payer,Policy Category,Policy Type,Code,Code Description,Service Type,Policy or Diagnosis detail,Source,Policy,Annual Claim Paid
Aetna,Clinical,NCCI,36140,Intro Of Needle Or Intracatheter Upr/Lxtr Artery,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,135,791"
Aetna,Clinical,NCCI,73120,Radex Hand 2 Views,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,172,195"
Aetna,Clinical,NCCI,R0070,Transport portable x-ray,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,169,564"
Aetna,Clinical,NCCI,97112,Ther Px 1/> Areas Each 15 Min Neuromusc Reeduca,GP,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,599,349"
Aetna,Clinical,NCCI,97112,Ther Px 1/> Areas Each 15 Min Neuromusc Reeduca,GP,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,483,591"
Aetna,Clinical,NCCI,11302,Shvg Skn Lesion 1 Trunk/Arm/Leg Diam 1.1-2.0 Cm,76,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,025,734"
Aetna,Clinical,NCCI,94664,Demo&/Eval Of Pt Utiliz Aersl Gen/Neb/Inhlr/Ip,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,571,395"
Aetna,Clinical,NCCI,84403,Assay Of Testosterone Total,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,674,825"
Aetna,Clinical,NCCI,G0127,Trim nail(s),Q9,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,169,175"
Aetna,Clinical,NCCI,G0127,Trim nail(s),51,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,023,825"
Aetna,Clinical,NCCI,76770,Us Retroperitoneal Real Time W/Image Complete,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,975,236"
Aetna,Clinical,NCCI,76770,Us Retroperitoneal Real Time W/Image Complete,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,803,691"
Aetna,Clinical,NCCI,92201,OPSCPY EXTND RTA DRAWING & SCL DEPRSN I&R UNI/BI,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,264,986"
Aetna,Clinical,NCCI,96375,Therapeutic Injection Iv Push Each New Drug,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,617,848"
Aetna,Clinical,NCCI,74170,Ct Abdomen W/O & W/Contrast Material,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,909,737"
Aetna,Clinical,NCCI,76857,Us Pelvic Nonobstetric Image Dcmtn Limited/F/U,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,967,744"
Aetna,Clinical,NCCI,76857,Us Pelvic Nonobstetric Image Dcmtn Limited/F/U,TC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,096,678"
Aetna,Clinical,NCCI,96138,PSYCL/NRPSYCL TST TECH 2+ TST 1ST 30 MIN,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,131,514"
Aetna,Clinical,NCCI,99282,EMERGENCY DEPARTMENT VISIT STRAIGHTFORWARD MDM,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,668,457"
Aetna,Clinical,NCCI,99348,HOME/RES VISIT EST PATIENT LOW MDM 30 MINUTES,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,681,978"
Aetna,Clinical,NCCI,64418,INJECTION AA&/STRD SUPRASCAPULAR NERVE,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,492,697"
Aetna,Clinical,NCCI,82310,Calcium Total,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,796,704"
Aetna,Clinical,NCCI,82310,Calcium Total,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,312,837"
Aetna,Clinical,NCCI,82310,Calcium Total,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,602,018"
Aetna,Clinical,NCCI,82310,Calcium Total,QW,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,653,843"
Aetna,Clinical,NCCI,88188,Flow Cytometry Interpj 9-15 Markers,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,237,439"
Aetna,Clinical,NCCI,87660,Iadna Trichomonas Vaginalis Direct Probe Tq,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,780,611"
Aetna,Clinical,NCCI,87081,Cul Prsmptv Pthgnc Organism Scrn W/Colony Estimj,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,373,008"
Aetna,Clinical,NCCI,87081,Cul Prsmptv Pthgnc Organism Scrn W/Colony Estimj,51,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,725,263"
Aetna,Clinical,NCCI,28086,Synovectomy Tendon Sheath Foot Flexor,80,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,169,667"
Aetna,Clinical,NCCI,92626,EVAL AUD FUNCJ CAND/PO SURG IMPLT DEV 1ST HR,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,017,125"
Aetna,Clinical,NCCI,73560,Radiologic Examination Knee 1/2 Views,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,508,612"
Aetna,Clinical,NCCI,73560,Radiologic Examination Knee 1/2 Views,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,238,344"
Aetna,Clinical,NCCI,G0445,High inten beh couns std 30m,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,787,103"
Aetna,Clinical,NCCI,81003,Urnls Dip Stick/Tablet Rgnt Auto W/O Microscopy,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,618,390"
Aetna,Clinical,NCCI,81003,Urnls Dip Stick/Tablet Rgnt Auto W/O Microscopy,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,678,345"
Aetna,Clinical,NCCI,81003,Urnls Dip Stick/Tablet Rgnt Auto W/O Microscopy,QW,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,908,255"
Aetna,Clinical,NCCI,86580,Skin Test Tuberculosis Intradermal,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,613,041"
Aetna,Clinical,NCCI,83519,Immunoassay Analyte Quant Radioimmunoassay,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,116,735"
Aetna,Clinical,NCCI,83519,Immunoassay Analyte Quant Radioimmunoassay,GA,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,953,569"
Aetna,Clinical,NCCI,74019,Radiologic Exam Abdomen 2 Views,TC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,922,490"
Aetna,Clinical,NCCI,93280,Program Eval Implantable In Persn Dual Ld Pacer,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,891,541"
Aetna,Clinical,NCCI,84520,Assay Of Urea Nitrogen Quantitative,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,318,374"
Aetna,Clinical,NCCI,84520,Assay Of Urea Nitrogen Quantitative,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,135,858"
Aetna,Clinical,NCCI,84520,Assay Of Urea Nitrogen Quantitative,90,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,924,640"
Aetna,Clinical,NCCI,96116,NEUROBEHAVIORAL STATUS XM PHYS/QHP 1ST HOUR,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,065,458"
Aetna,Clinical,NCCI,93291,INTERROG DEV EVAL SCRMS PHYS/QHP IN PERSON,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,327,753"
Aetna,Clinical,NCCI,85041,Blood Count Red Blood Cell Automated,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,125,204"
Aetna,Clinical,NCCI,82384,Catecholamines Fractionated,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,175,295"
Aetna,Clinical,NCCI,90832,Psychotherapy W/Patient 30 Minutes,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,698,492"
Aetna,Clinical,NCCI,51701,Insj Non-Ndwellg Bladder Catheter,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,296,412"
Aetna,Clinical,NCCI,88184,Flow Cytometry Cell Surf Marker Techl Only 1St,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,375,798"
Aetna,Clinical,NCCI,93971,Dup-Scan Xtr Veins Unilateral/Limited Study,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,146,052"
Aetna,Clinical,NCCI,93922,Non-Invas Physiologic Std Extremity Art 2 Level,TC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,225,568"
Aetna,Clinical,NCCI,85025,Blood Count Complete Auto&Auto Difrntl Wbc,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,128,149"
Aetna,Clinical,NCCI,95972,ELEC ALYS IMPLT NPGT CPLX SP/PN PRGRMG,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,160,337"
Aetna,Clinical,NCCI,82040,Albumin Serum Plasma/Whole Blood,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,724,642"
Aetna,Clinical,NCCI,82040,Albumin Serum Plasma/Whole Blood,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,256,715"
Aetna,Clinical,NCCI,99347,HOME/RES VISIT EST PATIENT SF MDM 20 MINUTES,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,746,400"
Aetna,Clinical,NCCI,11311,Shvg Skin Lesion 1 F/E/E/N/L/M Diam 0.6-1.0 Cm,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,112,390"
Aetna,Clinical,NCCI,34713,Perq Access & Closure Fem Art For Delivery Ndgft,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,199,204"
Aetna,Clinical,NCCI,G0179,Md recertification hha pt,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,353,924"
Aetna,Clinical,NCCI,84132,Potassium Serum Plasma/Whole Blood,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,632,962"
Aetna,Clinical,NCCI,84132,Potassium Serum Plasma/Whole Blood,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,349,713"
Aetna,Clinical,NCCI,87625,Iadna Human Papillomavirus Types 16 & 18 Only,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,817,339"
Aetna,Clinical,NCCI,11901,Injection Intralesional >7 Lesions,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,124,239"
Aetna,Clinical,NCCI,84155,Protein Xcpt Refractometry Serum Plasma/Whl Bld,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,403,724"
Aetna,Clinical,NCCI,84155,Protein Xcpt Refractometry Serum Plasma/Whl Bld,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,875,434"
Aetna,Clinical,NCCI,84155,Protein Xcpt Refractometry Serum Plasma/Whl Bld,Q4,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,512,465"
Aetna,Clinical,NCCI,88104,Cytp Flu Washgs/Brushings Xcpt C/V Smrs Interpj,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,531,590"
Aetna,Clinical,NCCI,87511,Iadna Gardnerella Vaginalis Amplified Probe Tq,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,747,888"
Aetna,Clinical,NCCI,87811,IAADIADOO SEVERE AQT RESPIR SYND CORONAVIRUS,QW,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,986,678"
Aetna,Clinical,NCCI,12011,Simple Repair F/E/E/N/L/M 2.5Cm/<,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,771,075"
Aetna,Clinical,NCCI,93321,Dop Echocard Pulse Wave W/Spectral F-Up/Lmtd Std,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,158,426"
Aetna,Clinical,NCCI,93321,Dop Echocard Pulse Wave W/Spectral F-Up/Lmtd Std,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,661,627"
Aetna,Clinical,NCCI,81001,Urnls Dip Stick/Tablet Reagent Auto Microscopy,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,468,199"
Aetna,Clinical,NCCI,81001,Urnls Dip Stick/Tablet Reagent Auto Microscopy,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,768,145"
Aetna,Clinical,NCCI,81001,Urnls Dip Stick/Tablet Reagent Auto Microscopy,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,758,223"
Aetna,Clinical,NCCI,81001,Urnls Dip Stick/Tablet Reagent Auto Microscopy,Q4,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,558,086"
Aetna,Clinical,NCCI,84100,Assay Of Phosphorus Inorganic,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,489,241"
Aetna,Clinical,NCCI,76000,Fluoroscopy Up To 1 Hour Physician/Qhp Time,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,531,597"
Aetna,Clinical,NCCI,76000,Fluoroscopy Up To 1 Hour Physician/Qhp Time,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,496,256"
Aetna,Clinical,NCCI,76706,Us Abdominal Aorta Real Time Screen Study Aaa,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,797,893"
Aetna,Clinical,NCCI,93298,REM INTERROG SCRMS <30 D PHYS/QHP,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,487,320"
Aetna,Clinical,NCCI,51798,Meas Post-Voiding Residual Urine&/Bladder Cap,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,823,185"
Aetna,Clinical,NCCI,82248,Bilirubin Direct,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,991,253"
Aetna,Clinical,NCCI,89050,Cell Count Miscellaneous Body Fluids,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,265,983"
Aetna,Clinical,NCCI,84295,Sodium Serum Plasma Or Whole Blood,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,233,785"
Aetna,Clinical,NCCI,84295,Sodium Serum Plasma Or Whole Blood,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,888,311"
Aetna,Clinical,NCCI,80061,Lipid Panel,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,222,069"
Aetna,Clinical,NCCI,80061,Lipid Panel,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,458,363"
Aetna,Clinical,NCCI,83516,Immunoassay Analyte Qual/Semiqual Multiple Step,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,235,648"
Aetna,Clinical,NCCI,83516,Immunoassay Analyte Qual/Semiqual Multiple Step,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,973,174"
Aetna,Clinical,NCCI,92012,Ophth Medical Xm&Eval Intermediate Estab Pt,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,356,771"
Aetna,Clinical,NCCI,83036,Hemoglobin Glycosylated A1C,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,489,505"
Aetna,Clinical,NCCI,83036,Hemoglobin Glycosylated A1C,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,191,599"
Aetna,Clinical,NCCI,84450,Transferase Aspartate Amino Ast Sgot,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,299,478"
Aetna,Clinical,NCCI,84450,Transferase Aspartate Amino Ast Sgot,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,772,067"
Aetna,Clinical,NCCI,84460,Transferase Alanine Amino Alt Sgpt,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,161,669"
Aetna,Clinical,NCCI,84460,Transferase Alanine Amino Alt Sgpt,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,084,581"
Aetna,Clinical,NCCI,84075,Assay Of Phosphatase Alkaline,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,529,189"
Aetna,Clinical,NCCI,84075,Assay Of Phosphatase Alkaline,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,617,777"
Aetna,Clinical,NCCI,G6002,Stereoscopic x-ray guidance,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,042,783"
Aetna,Clinical,NCCI,P9604,One-way allow prorated trip,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,920,524"
Aetna,Clinical,NCCI,64494,Njx Dx/Ther Agt Pvrt Facet Jt Lmbr/Sac 2Nd Level,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,415,895"
Aetna,Clinical,NCCI,84156,Protein Total Xcpt Refractometry Urine,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,050,222"
Aetna,Clinical,NCCI,84156,Protein Total Xcpt Refractometry Urine,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,301,826"
Aetna,Clinical,NCCI,93325,Dop Echocard Color Flow Velocity Mapping,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,481,090"
Aetna,Clinical,NCCI,93325,Dop Echocard Color Flow Velocity Mapping,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,762,206"
Aetna,Clinical,NCCI,93325,Dop Echocard Color Flow Velocity Mapping,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,339,340"
