Payer,Policy Category,Policy Type,Code,Code Description,Service Type,Policy or Diagnosis detail,Source,Policy,Annual Claim Paid,Category,,,,,,
HCSC,Clinical,NCCI,45380,Colonoscopy W/Biopsy Single/Multiple,51,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,510,916 ",Surgery,,,,,,
HCSC,Clinical,NCCI,45380,Colonoscopy W/Biopsy Single/Multiple,51,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,861,124 ",Surgery,,,,,,
HCSC,Clinical,NCCI,45380,Colonoscopy W/Biopsy Single/Multiple,33,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,081,450 ",Surgery,,,,,,
HCSC,Clinical,NCCI,45380,Colonoscopy W/Biopsy Single/Multiple,52,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,396,990 ",Surgery,,,,,,
HCSC,Clinical,NCCI,45380,Colonoscopy W/Biopsy Single/Multiple,PT,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,531,049 ",Surgery,,,,,,
HCSC,Clinical,NCCI,G0447,Behavior counsel obesity 15m,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,908,793 ",Medicare Advantage,,,,,,
HCSC,Clinical,NCCI,G0447,Behavior counsel obesity 15m,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,057,892 ",Medicare Advantage,,,,,,
HCSC,Clinical,NCCI,G0447,Behavior counsel obesity 15m,33,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,768,143 ",Medicare Advantage,,,,,,
HCSC,Clinical,NCCI,G0447,Behavior counsel obesity 15m,33,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,965,480 ",Medicare Advantage,,,,,,
HCSC,Clinical,NCCI,G0447,Behavior counsel obesity 15m,95,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,529,459 ",Medicare Advantage,,,,,,
HCSC,Clinical,NCCI,G0447,Behavior counsel obesity 15m,GT,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,660,208 ",Medicare Advantage,,,,,,
HCSC,Clinical,NCCI,G0447,Behavior counsel obesity 15m,GC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,529,285 ",Medicare Advantage,,,,,,
HCSC,Clinical,NCCI,93000,Ecg Routine Ecg W/Least 12 Lds W/I&R,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,002,410 ",Medicine,,,,,,
HCSC,Clinical,NCCI,93000,Ecg Routine Ecg W/Least 12 Lds W/I&R,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,259,856 ",Medicine,,,,,,
HCSC,Clinical,NCCI,93000,Ecg Routine Ecg W/Least 12 Lds W/I&R,51,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,265,093 ",Medicine,,,,,,
HCSC,Clinical,NCCI,93000,Ecg Routine Ecg W/Least 12 Lds W/I&R,AQ,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,209,158 ",Medicine,,,,,,
HCSC,Clinical,NCCI,93000,Ecg Routine Ecg W/Least 12 Lds W/I&R,52,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,296,289 ",Medicine,,,,,,
HCSC,Clinical,NCCI,96161,Caregiver Hlth Risk Assmt Score Doc Stnd Instrm,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,607,171 ",Medicine,,,,,,
HCSC,Clinical,NCCI,96161,Caregiver Hlth Risk Assmt Score Doc Stnd Instrm,EP,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,198,615 ",Medicine,,,,,,
HCSC,Clinical,NCCI,96161,Caregiver Hlth Risk Assmt Score Doc Stnd Instrm,33,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,894,766 ",Medicine,,,,,,
HCSC,Clinical,NCCI,96161,Caregiver Hlth Risk Assmt Score Doc Stnd Instrm,EP,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,532,332 ",Medicine,,,,,,
HCSC,Clinical,NCCI,96161,Caregiver Hlth Risk Assmt Score Doc Stnd Instrm,52,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,420,689 ",Medicine,,,,,,
HCSC,Clinical,NCCI,19380,REVISION OF RECONSTRUCTED BREAST,50,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,654,485 ",Radiology,,,,,,
HCSC,Clinical,NCCI,12032,Repair Intermediate S/A/T/E 2.6-7.5 Cm,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,415,587 ",Surgery,,,,,,
HCSC,Clinical,NCCI,12032,Repair Intermediate S/A/T/E 2.6-7.5 Cm,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,959,666 ",Surgery,,,,,,
HCSC,Clinical,NCCI,12032,Repair Intermediate S/A/T/E 2.6-7.5 Cm,51,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,873,838 ",Surgery,,,,,,
HCSC,Clinical,NCCI,58571,Laps Total Hysterect 250 Gm/< W/Rmvl Tube/Ovary,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,686,288 ",Radiology,,,,,,
HCSC,Clinical,NCCI,58571,Laps Total Hysterect 250 Gm/< W/Rmvl Tube/Ovary,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,447,474 ",Radiology,,,,,,
HCSC,Clinical,NCCI,58571,Laps Total Hysterect 250 Gm/< W/Rmvl Tube/Ovary,22,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,677,434 ",Radiology,,,,,,
HCSC,Clinical,NCCI,58571,Laps Total Hysterect 250 Gm/< W/Rmvl Tube/Ovary,AS,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,008,438 ",Radiology,,,,,,
HCSC,Clinical,NCCI,G0446,Intens behave ther cardio dx,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,224,665 ",Medicare Advantage,,,,,,
HCSC,Clinical,NCCI,G0446,Intens behave ther cardio dx,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,959,173 ",Medicare Advantage,,,,,,
HCSC,Clinical,NCCI,43239,Egd Transoral Biopsy Single/Multiple,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,992,726 ",Surgery,,,,,,
HCSC,Clinical,NCCI,43239,Egd Transoral Biopsy Single/Multiple,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,829,180 ",Surgery,,,,,,
HCSC,Clinical,NCCI,43239,Egd Transoral Biopsy Single/Multiple,51,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,813,102 ",Surgery,,,,,,
HCSC,Clinical,NCCI,90837,Psychotherapy W/Patient 60 Minutes,95,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,496,256 ",Medicine,,,,,,
HCSC,Clinical,NCCI,90837,Psychotherapy W/Patient 60 Minutes,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,494,058 ",Medicine,,,,,,
HCSC,Clinical,NCCI,17000,Destruction Premalignant Lesion 1St,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,028,245 ",Radiology,,,,,,
HCSC,Clinical,NCCI,17000,Destruction Premalignant Lesion 1St,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,939,784 ",Radiology,,,,,,
HCSC,Clinical,NCCI,17000,Destruction Premalignant Lesion 1St,51,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,144,524 ",Radiology,,,,,,
HCSC,Clinical,NCCI,17000,Destruction Premalignant Lesion 1St,GC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,745,785 ",Radiology,,,,,,
HCSC,Clinical,NCCI,17000,Destruction Premalignant Lesion 1St,GC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,871,937 ",Radiology,,,,,,
HCSC,Clinical,NCCI,17000,Destruction Premalignant Lesion 1St,GR,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,350,080 ",Radiology,,,,,,
HCSC,Clinical,NCCI,11103,TANGENTIAL BIOPSY SKIN EA SEP/ADDITIONAL LESION,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,827,771 ",Surgery,,,,,,
HCSC,Clinical,NCCI,11103,TANGENTIAL BIOPSY SKIN EA SEP/ADDITIONAL LESION,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,749,880 ",Surgery,,,,,,
HCSC,Clinical,NCCI,99211,OFFICE/OUTPATIENT EST PT MAY NOT REQ PHYS/QHP,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,993,720 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99211,OFFICE/OUTPATIENT EST PT MAY NOT REQ PHYS/QHP,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,016,184 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99211,OFFICE/OUTPATIENT EST PT MAY NOT REQ PHYS/QHP,CS,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,626,845 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99497,Advance Care Planning First 30 Mins,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,137,122 ",Administration,,,,,,
HCSC,Clinical,NCCI,99497,Advance Care Planning First 30 Mins,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,886,208 ",Administration,,,,,,
HCSC,Clinical,NCCI,99497,Advance Care Planning First 30 Mins,33,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,766,945 ",Administration,,,,,,
HCSC,Clinical,NCCI,99215,OFFICE/OUTPATIENT ESTABLISHED HIGH MDM 40 MIN,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,335,122 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99215,OFFICE/OUTPATIENT ESTABLISHED HIGH MDM 40 MIN,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,500,239 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99215,OFFICE/OUTPATIENT ESTABLISHED HIGH MDM 40 MIN,GT,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,505,370 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,87491,Iadna Chlamydia Trachomatis Amplified Probe Tq,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,536,627 ",Laboratory,,,,,,
HCSC,Clinical,NCCI,G0442,Annual alcohol screen 15 min,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,719,515 ",Medicare Advantage,,,,,,
HCSC,Clinical,NCCI,G0442,Annual alcohol screen 15 min,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,743,751 ",Medicare Advantage,,,,,,
HCSC,Clinical,NCCI,G0442,Annual alcohol screen 15 min,Q6,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,285,506 ",Medicare Advantage,,,,,,
HCSC,Clinical,NCCI,G0442,Annual alcohol screen 15 min,Q6,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,666,349 ",Medicare Advantage,,,,,,
HCSC,Clinical,NCCI,99291,Critical Care Ill/Injured Patient Init 30-74 Min,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,283,301 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99291,Critical Care Ill/Injured Patient Init 30-74 Min,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,239,347 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99291,Critical Care Ill/Injured Patient Init 30-74 Min,FT,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,157,982 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99291,Critical Care Ill/Injured Patient Init 30-74 Min,FT,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,697,568 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99291,Critical Care Ill/Injured Patient Init 30-74 Min,FS,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,747,648 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99291,Critical Care Ill/Injured Patient Init 30-74 Min,FS,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,981,691 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99291,Critical Care Ill/Injured Patient Init 30-74 Min,GC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,950,033 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,17003,Destruction Premalignant Lesion 2-14 Ea,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,675,174 ",Radiology,,,,,,
HCSC,Clinical,NCCI,17003,Destruction Premalignant Lesion 2-14 Ea,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,600,011 ",Radiology,,,,,,
HCSC,Clinical,NCCI,17003,Destruction Premalignant Lesion 2-14 Ea,GR,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,299,919 ",Radiology,,,,,,
HCSC,Clinical,NCCI,81456,SO/HEMATOLYMPHOID NEO/DO 51/>RNA ANALYSIS,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,069,516 ",Laboratory,,,,,,
HCSC,Clinical,NCCI,81456,SO/HEMATOLYMPHOID NEO/DO 51/>RNA ANALYSIS,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,324,761 ",Laboratory,,,,,,
HCSC,Clinical,NCCI,92250,Fundus Photography W/Interpretation & Report,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,729,814 ",Medicine,,,,,,
HCSC,Clinical,NCCI,92250,Fundus Photography W/Interpretation & Report,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,437,762 ",Medicine,,,,,,
HCSC,Clinical,NCCI,92250,Fundus Photography W/Interpretation & Report,TC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,635,797 ",Medicine,,,,,,
HCSC,Clinical,NCCI,92250,Fundus Photography W/Interpretation & Report,52,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,192,570 ",Medicine,,,,,,
HCSC,Clinical,NCCI,92250,Fundus Photography W/Interpretation & Report,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,037,487 ",Medicine,,,,,,
HCSC,Clinical,NCCI,13132,Repair Complex F/C/C/M/x/G/H/F 2.6-7.5 Cm,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,697,159 ",Surgery,,,,,,
HCSC,Clinical,NCCI,13132,Repair Complex F/C/C/M/x/G/H/F 2.6-7.5 Cm,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,424,128 ",Surgery,,,,,,
HCSC,Clinical,NCCI,99202,OFFICE/OUTPATIENT NEW SF MDM 15 MINUTES,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,318,050 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99202,OFFICE/OUTPATIENT NEW SF MDM 15 MINUTES,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,834,743 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,92960,Cardioversion Elective Arrhythmia External,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,061,393 ",Medicine,,,,,,
HCSC,Clinical,NCCI,92960,Cardioversion Elective Arrhythmia External,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,454,679 ",Medicine,,,,,,
HCSC,Clinical,NCCI,92960,Cardioversion Elective Arrhythmia External,X4,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,117,072 ",Medicine,,,,,,
HCSC,Clinical,NCCI,99223,1ST HOSPITAL IP/OBS CARE HIGH MDM 75 MINUTES,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,295,943 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99223,1ST HOSPITAL IP/OBS CARE HIGH MDM 75 MINUTES,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,741,204 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99223,1ST HOSPITAL IP/OBS CARE HIGH MDM 75 MINUTES,AI,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,189,242 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99223,1ST HOSPITAL IP/OBS CARE HIGH MDM 75 MINUTES,AI,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,758,599 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99223,1ST HOSPITAL IP/OBS CARE HIGH MDM 75 MINUTES,26,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,669,562 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99223,1ST HOSPITAL IP/OBS CARE HIGH MDM 75 MINUTES,GC,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,795,316 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99223,1ST HOSPITAL IP/OBS CARE HIGH MDM 75 MINUTES,FS,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,144,221 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,99385,Initial Preventive Medicine New Pt Age 18-39Yrs,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,096,843 ",Evaluation and Management,,,,,,
HCSC,Clinical,NCCI,17110,Destruction Benign Lesions Up To 14,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,062,721 ",Radiology,,,,,,
HCSC,Clinical,NCCI,17110,Destruction Benign Lesions Up To 14,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,264,115 ",Radiology,,,,,,
HCSC,Clinical,NCCI,17110,Destruction Benign Lesions Up To 14,51,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,286,280 ",Radiology,,,,,,
HCSC,Clinical,NCCI,17110,Destruction Benign Lesions Up To 14,51,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,004,597 ",Radiology,,,,,,
HCSC,Clinical,NCCI,17110,Destruction Benign Lesions Up To 14,KX,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$1,841,610 ",Radiology,,,,,,
HCSC,Clinical,NCCI,96372,Therapeutic Prophylactic/Dx Injection Subq/Im,INV_Unk,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$4,749,167 ",Drugs,,,,,,
HCSC,Clinical,NCCI,96372,Therapeutic Prophylactic/Dx Injection Subq/Im,null,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$2,302,174 ",Drugs,,,,,,
HCSC,Clinical,NCCI,96372,Therapeutic Prophylactic/Dx Injection Subq/Im,76,Modifier,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,Modifier,"$3,504,215 ",Drugs,,,,,,
